scholarID,title,author,journal,number,cites,year,cid,pubid
wwd3vdEAAAAJ,Supervised Classification,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,63-101,0,2007,NA,WA5NYHcadZ8C
wwd3vdEAAAAJ,Datasets,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,153-175,0,2007,NA,sSrBHYA8nusC
wwd3vdEAAAAJ,Miscellaneous Topics,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,129-152,0,2007,NA,vRqMK49ujn8C
wwd3vdEAAAAJ,Missing Values,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,47-62,0,2007,NA,XiSMed-E-HIC
wwd3vdEAAAAJ,2006 Reviewers List,"B Adams, A Agarwala, M Agrawala, M Agus, I Albrecht, J Anderson, ...",IEEE Transactions on Visualization and Computer Graphics,"13 (1), 190",0,2007,NA,_xSYboBqXhAC
wwd3vdEAAAAJ,TheToolbox,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,17-45,0,2007,NA,yD5IFk8b50cC
wwd3vdEAAAAJ,Reviews of Books and Teaching Materials-R Graphics,"H Wickham, D Cook",American Statistician,"61 (1), 99",0,2007,NA,4OULZ7Gr8RgC
wwd3vdEAAAAJ,ggobi Manual,"D Cook, DT Lang, H Wickham, M Lawrence",,,0,2006,NA,J-pR_7NvFogC
wwd3vdEAAAAJ,Manual for ggobi,"D Cook, DT Lang, H Wickham, M Lawrence",,,0,2006,NA,wyoMR1qFDH8C
wwd3vdEAAAAJ,Rotating Plots,"D Cook, L Miller",Graphics of Large Datasets,125-141,0,2006,NA,_B80troHkn4C
wwd3vdEAAAAJ,DYNAMIC AND INTERACTIVE GRAPHICAL METHODS FOR ANIMAL BREEDING,"H Wickham, A Cromie, D Cook",Proceedings of the,8th World Congress on Genetics Applied to Livestock …,0,2006,NA,KxtntwgDAa4C
wwd3vdEAAAAJ,"Raising Consumers: Children and the American Mass Market in the Early Twentieth Century. By Lisa Jacobson. New York: Columbia University Press, 2004. xiii + …",DT Cook,Business History Review,"79 (4), 883-886",0,2005,NA,9LrdxYebArsC
wwd3vdEAAAAJ,2004 Reviewers List,"K Akeley, D Aliaga, N Amenta, K Anjyo, M Ankerst, O Arikan, M Ashikhmin, ...",IEEE Transactions on Visualization and Computer Graphics,"11 (1), 110",0,2005,NA,t6usbXjVLHcC
wwd3vdEAAAAJ,Theory of Dynamic Projections in High-Dimensional Data Visualization,"ABD COOK, D ASIMOV, C HURLEY",,,0,2004,NA,_Ybze24A_UAC
wwd3vdEAAAAJ,Computational Methods for High-Dimensional Rotations in Data Visualization,"ABD COOK, D ASIMOV, C HURLEY",,,0,2004,NA,uLbwQdceFCQC
wwd3vdEAAAAJ,Treatment of Sarin Exposure,"P DeBalli, DR Cook",JAMA,"291 (2), 181-181",0,2004,NA,BulkYocH2doC
wwd3vdEAAAAJ,High dimensional system design using genetic algorithms & visualization,"X Fang, B Kellogg, T Conlan, J Dickerson, D Cook",American Control Conference,"2003. Proceedings of the 2003 6, 4561-4566",0,2003,NA,oi8PhiKYDwsC
wwd3vdEAAAAJ,Interactive and Dynamic Graphics for Data Analysis: A Case Study On Quasar Data,D Cook,Statistical Challenges in Astronomy,255-264,0,2003,NA,bnK-pcrLprsC
wwd3vdEAAAAJ,Computational AstroStatistics: Fast and Efficient Tools for Analysing Huge Astronomical Data Sources-Commentary,D Cook,Statistical Challenges in Astronomy,277,0,2003,NA,BrmTIyaxlBUC
wwd3vdEAAAAJ,Challenges for Cluster Analysis in a Virtual Observatory-Commentary,D Cook,Statistical Challenges in Astronomy,138,0,2003,NA,WbkHhVStYXYC
wwd3vdEAAAAJ,Featured Review: The Visual Display of Quantitative Information,D Cook,SIAM Review,"44 (3), 479-483",0,2002,NA,W91e3rS6dHEC
wwd3vdEAAAAJ,Visualising high-dimensional data in time and space: ideas from the Orca project,"T Lumley, P Sutherland, A Rossini, N Lewin-Koh, D Cook, Z Cox",Chemometrics and intelligent laboratory systems,"60 (1-2), 189-195",0,2002,NA,Usae8uB1euoC
wwd3vdEAAAAJ,Interactive Visualization Tools for Exploring Multivariate Atmospheric Science Data,"TJ Brown, D Cook, M Macędo",,15th Conference on Probability and Statistics in the Atmospheric Sciences,0,2e3,NA,VOx2b1Wkg3QC
wwd3vdEAAAAJ,Visualization and case reduction in multivariate data clustering,"S Kwon, DH Cook",Visual Data Exploration and Analysis VII,"3960, 211-218",0,2e3,NA,08ZZubdj9fEC
wwd3vdEAAAAJ,Aniseikonia.,"D Cook, LM Cook",Journal of the American Optometric Association,"70 (1), 10",0,1999,NA,121WXH0ir18C
wwd3vdEAAAAJ,"ORCA: A Project in Platform-Independent, Distributed Data Visualisation","T Lumley, P Sutherland, T Rossini, D Cook",COMPUTING SCIENCE AND STATISTICS,345-345,0,1999,NA,CHSYGLWDkRkC
wwd3vdEAAAAJ,"Business Strategy, Technology Policy and Firm Performance","G Alpander, C Botter, S Amba-Rao, D Pendse, CR Anderson, ...",Gender and Successful Human Resource Decisions in Small Businesses,"10 (2), 3-10",0,1998,NA,o_fBUN_Or78C
wwd3vdEAAAAJ,Promoting Children's Hope Through Storytelling,"CR Snyder, D Mcdermott, W Cook, MA Rapoff, JE Gillham, KJ Reivich",Psyccritiques,"43 (12), 865-867",0,1998,NA,-rwTIRUNLawC
wwd3vdEAAAAJ,Data Mining Soil Characteristics A ecting Corn Yield,"WF Christensen, D Cook",,,0,1998,NA,D90uR9ClOh8C
wwd3vdEAAAAJ,andANDREAS BUJA 3,"DF SWAYNE, D COOK",,,0,1998,NA,5ugPr518TE4C
wwd3vdEAAAAJ,Principles of Graphics for High-Dimensional Data,D Cook,,,0,1998,NA,V-j82LJCZ3MC
wwd3vdEAAAAJ,Roadrunners,WE Cook,Avian Desert Predators,53-70,0,1997,NA,QxtoOqDH1aQC
wwd3vdEAAAAJ,Vultures,WE Cook,Avian Desert Predators,15-30,0,1997,NA,lDOOmgye57wC
wwd3vdEAAAAJ,Shrikes,WE Cook,Avian Desert Predators,97-110,0,1997,NA,Y1W0x10ZrwMC
wwd3vdEAAAAJ,Hawks and Allies,WE Cook,Avian Desert Predators,31-52,0,1997,NA,HOg0WoviCygC
wwd3vdEAAAAJ,Owls,WE Cook,Avian Desert Predators,71-96,0,1997,NA,fhZv66dCuXAC
wwd3vdEAAAAJ,Escape from Pillai Tree,D Cook,COMPUTING SCIENCE AND STATISTICS,352-360,0,1997,NA,eMMeJKvmdy0C
wwd3vdEAAAAJ,Massive data sets: problems and possibilities with application to environmental modeling,"NA Cressie, A Olsen, D Cook",,,0,1996,NA,hKmHnHMtuq0C
wwd3vdEAAAAJ,"Greg M. ALLENBY Max M. Fisher College of Business, The Ohio State University, Columbus, OH 43210","WS Cleveland, S Data, D Cook, A Buja, J Cabrera",Journal of Business & Economic Statistics,,0,1996,NA,EkHepimYqZsC
wwd3vdEAAAAJ,Invited Papers by Topic,"SC Morton, D Cook, W Stuetzle, A Buja, D Herrmann, LW Pickle, ...",Proceedings of the Section on Statistical Graphics,1,0,1994,NA,fSKd39tHJ84C
wwd3vdEAAAAJ,An Interactive Approach to Exploratory Time Series Analysis,"A McDougall, D Cook",COMPUTING SCIENCE AND STATISTICS,366-366,0,1993,NA,HE397vMXCloC
wwd3vdEAAAAJ,Ad Hoc Reviewers (1991),"J Bogousslavsky, M Hennerici, RW Baloh, B á Rogvi-Hansen, G Boysen, ...",Cerebrovascular Diseases,"2 (1), 2-2",0,1992,NA,9PmR9Y676FQC
wwd3vdEAAAAJ,Direction and Motion Control in the Ground Tour,"D Cook, A Buja, J Cabrera",RUTGERS-THE STATE UNIV NEW BRUNSWICK NJ,,0,1992,NA,EVKlETVVbN8C
wwd3vdEAAAAJ,NOTICES OF THE SOCIETY,GE Mercer,Journal of the Royal Society of Arts,545-562,0,1973,NA,dshw04ExmUIC
wwd3vdEAAAAJ,The names listed refer to literature references appearing in the text. A separate list of names appearing in the Appendixes is given on page 515.,"AL Allred, P Diehl, CH Anderson, G Doggett, ER Andrew, MR Bailer, ...",,,0,NA,NA,IaRkJ05COeQC
wwd3vdEAAAAJ,journal homepage: www. elsevier. com/locate/ijpara,"P Abad, BJ Adams, PN Adams, CM Adema, RD Adlard, E Åhlin, JW Ajioka, ...",,,0,NA,NA,8s22W2WWFy4C
wwd3vdEAAAAJ,JSSJournal of Statistical Software,"D Cook, Z Su, Y Yang",,,0,NA,NA,BHd7YmozNHgC
wwd3vdEAAAAJ,Improvements and Tools for the ArcView {XGobi Link,"N Lewin-Koh, D Cook",,,0,NA,NA,knQODA9bSJkC
wwd3vdEAAAAJ,Reviewer: Pedro Valero-Mora University of Valencia,"D Cook, DF Swayne",,,0,NA,NA,lRzkMCTRmMwC
wwd3vdEAAAAJ,Local Bivariate Indicators for Spatial Association in an Interactive Graphical Environment.,"N Lewin, D Cook, J Symanzik",,,0,NA,NA,8xglSJ46CyEC
wwd3vdEAAAAJ,T-KDE Sep-Oct 97 697-708,"BR Badrinath, L Baekgaard, M Benaroch, E Bertino, PM Bober, ...",,,0,NA,NA,ECvNt0vk_34C
wwd3vdEAAAAJ,The curse of three dimensions: Why your brain is lying to you,"S VanderPlas, H Hofmann, D COOK",,,0,NA,NA,ipzZ9siozwsC
wwd3vdEAAAAJ,Supplementary Material for “Statistical Inference for Exploratory Data Analysis and Model Diagnostics”,"A Buja, D Cook, H Hofmann, M Lawrence, E Lee, DF Swayne, H Wickham",,,0,NA,NA,SdhP9T11ey4C
wwd3vdEAAAAJ,Implementation Issues of Variogram Cloud Plots and Spatially Lagged Scatterplots in the Linked ArcView 2.1TM and XGobi Environment,"J urgen Symanzik, I Megretskaia, JJ Majure, D Cook",,,0,NA,NA,JoZmwDi-zQgC
wwd3vdEAAAAJ,Projection Pursuit Indices Based On,"D Cook, A Buja, J Cabrera",,,0,NA,NA,AXPGKjj_ei8C
wwd3vdEAAAAJ,SUGGESTED REVIEWERS,"A Buja, D Cook, J DeLeeuw, J Gentle, MM Meyer, D Nolan, B Narasimhan, ...",,,0,NA,NA,Mojj43d5GZwC
wwd3vdEAAAAJ,"Points, Curves and Haystacks: Datavis and Metabolomics","M Vendettuoli, D Cook, H Hofmann",,,0,NA,NA,XiVPGOgt02cC
wwd3vdEAAAAJ,Demonstration of the ArcView XGobi XploRe Environment,"D Cook, J urgen Symanzik",,,0,NA,NA,mvPsJ3kp5DgC
wwd3vdEAAAAJ,Graphical Methods for Exploratory Multivariate Longitudinal Data Analysis,"O Ilk, D Cook",,,0,NA,NA,eflP2zaiRacC
wwd3vdEAAAAJ,Spatial Data Analysis in the Dynamically Linked ArcView/XGobi/XploRe Environment,"S Schmelzer, S Klinke, D Cook, DF Swayne",,,0,NA,NA,LPZeul_q3PIC
wwd3vdEAAAAJ,Dynamic Statistical Graphics in the CAVE Virtual Reality Environment,"J urgen Symanzik, D Cook, BD Kohlmeyer, CC Neira",,,0,NA,NA,4fKUyHm3Qg0C
wwd3vdEAAAAJ,MetNet Systems Biology Software for Arabidopsis. METNET: systems Biology tools for arabidopsis,"ES Wurtele, L Li, D Berleant, D Cook, JA Dickerson, H Hofmann, J Li, ...",,,0,NA,NA,tS2w5q8j5-wC
wwd3vdEAAAAJ,Dynamic Visualization of Clusters,"SS Kim, S Kwon, D Cook",,,0,NA,NA,tOudhMTPpwUC
wwd3vdEAAAAJ,Dynamic Graphics in a GIS: A Bidirectional Link between ArcView 2.0TM and XGobi,"J urgen Symanzik, JJ Majure, D Cook",,,0,NA,NA,Tiz5es2fbqcC
wwd3vdEAAAAJ,"J urgen Symanzik, George Mason University, Sigbert Klinke, Swetlana Schmelzer, Humboldt {Universit at zu Berlin, Dianne Cook, Nicholas Lewin, Iowa State University. J urgen …",D Cook,,,0,NA,NA,abG-DnoFyZgC
wwd3vdEAAAAJ,"Departments of: 1. Genetics, Development and Cell Biology, 2 Statistics, 3 Electrical and Computer Engineering 4 Computer Science 5 Biochemistry Biophysics and Molecular …","ES Wurtele, L Li, D Berleant, D Cook, JA Dickerson, J Ding, H Hofmann, ...",,,0,NA,NA,b0M2c_1WBrUC
wwd3vdEAAAAJ,"Deborah F. Swayne Duncan Temple Lang AT&T Labs–Research Bell Laboratories Florham Park, NJ 07932 Lucent Technologies dfs@ research. att. com Murray Hill, NJ","A Buja, D Cook",,,0,NA,NA,f2IySw72cVMC
wwd3vdEAAAAJ,Linking ArcView 3.0TM and XGobi: Insight Behind the Front End,"J urgen Symanzik, D Cook, N Lewin-Koh, JJ Majure, I Megretskaia",,,0,NA,NA,pyW8ca7W8N0C
wwd3vdEAAAAJ,"George Mason University Center for Computational Statistics 4A7 Fairfax, VA 22030","J Symanzik, D Cook, S Klinke, N Lewin",,,0,NA,NA,D03iK_w7-QYC
wwd3vdEAAAAJ,Computational and Graphical Statistics,"TCM Lee, J Wallace, E Sampson, E Leis, A Buja, WF Eddy, G Marsaglia, ...",,,0,NA,NA,dfsIfKJdRG4C
wwd3vdEAAAAJ,THE ARCVIEW/XGOBI/XPLORE ENVIRONMENT: TECHNICAL DETAILS AND APPLICATIONS FOR SPATIAL DATA ANALYSIS,"J urgen Symanzik, D Cook, N Lewin",,,0,NA,NA,fPk4N6BV_jEC
wwd3vdEAAAAJ,Journal of Computational and Graphical Statistics,"A Afifi, KF Hirji, DM Bashtannyk, BM Broom, A Buja, D Cook, DF Swayne",Journal of Computational and Graphical Statistics,"5 (4), 418-41",0,NA,NA,zA6iFVUQeVQC
XOnCgewAAAAJ,Forecasting: principles and practice,"RJ Hyndman, G Athanasopoulos",OTexts,,1006,2018,10783463585844978967,9ZlFYXVOiuMC
XOnCgewAAAAJ,forecast: Forecasting functions for time series and linear models,"RJ Hyndman, G Athanasopoulos, C Bergmeir, G Caceres, L Chhay, ...",,,350,2018,13993078942026604769,qUcmZB5y_30C
XOnCgewAAAAJ,Optimal combination forecasts for hierarchical time series,"RJ Hyndman, RA Ahmed, G Athanasopoulos, HL Shang",Computational Statistics & Data Analysis,"55 (9), 2579-2589",172,2011,3157144317829980351,zYLM7Y9cAGgC
XOnCgewAAAAJ,Modelling and forecasting Australian domestic tourism,"G Athanasopoulos, RJ Hyndman",Tourism Management,"29 (1), 19-31",151,2008,10898851038299353033,QIV2ME_5wuYC
XOnCgewAAAAJ,The tourism forecasting competition,"G Athanasopoulos, RJ Hyndman, H Song, DC Wu",International Journal of Forecasting,"27 (3), 822-844",116,2011,16370185820747070485,R3hNpaxXUhUC
XOnCgewAAAAJ,Hierarchical forecasts for Australian domestic tourism,"G Athanasopoulos, RA Ahmed, RJ Hyndman",International Journal of Forecasting,"25 (1), 146-166",81,2009,14293450315704477267,-f6ydRqryjwC
XOnCgewAAAAJ,VARMA versus VAR for macroeconomic forecasting,"G Athanasopoulos, F Vahid",Journal of Business & Economic Statistics,"26 (2), 237-252",70,2008,5257374275838071873,_FxGoFyzp5QC
XOnCgewAAAAJ,Forecasting tourist arrivals using time-varying parameter structural time series models,"H Song, G Li, SF Witt, G Athanasopoulos",International Journal of Forecasting,"27 (3), 855-869",66,2011,17148323098113718050,r0BpntZqJG4C
XOnCgewAAAAJ,"forecast: Forecasting functions for time series and linear models, 2013","RJ Hyndman, G Athanasopoulos, S Razbash, D Schmidt, Z Zhou, Y Khan, ...",R package version,,57,NA,17289771066273972086,iH-uZ7U-co4C
XOnCgewAAAAJ,Statistical inference and changes in income inequality in Australia,"G Athanasopoulos, F Vahid",Economic Record,"79 (247), 412-424",52,2003,7247149750532730674,5nxA0vEk-isC
XOnCgewAAAAJ,Modelling Australian domestic and international inbound travel: a spatial–temporal approach,"M Deng, G Athanasopoulos",Tourism management,"32 (5), 1075-1084",47,2011,17935179735310877018,maZDTaKrznsC
XOnCgewAAAAJ,A complete VARMA modelling methodology based on scalar components,"G Athanasopoulos, F Vahid",Journal of Time Series Analysis,"29 (3), 533-554",43,2008,8729408066220429488,Zph67rFs4hoC
XOnCgewAAAAJ,Forecasting with temporal hierarchies,"G Athanasopoulos, RJ Hyndman, N Kourentzes, F Petropoulos",European Journal of Operational Research,"262 (1), 60-74",35,2017,9205870733822850904,M3ejUd6NZC8C
XOnCgewAAAAJ,Multivariate exponential smoothing for forecasting tourist arrivals,"G Athanasopoulos, A de Silva",Journal of Travel Research,"51 (5), 640-652",33,2012,2577395273240497791,qjMakFHDy7sC
XOnCgewAAAAJ,Structural VAR models for Malaysian monetary policy analysis during the pre-and post-1997 Asian crisis periods,"M Raghavan, P Silvapulle, G Athanasopoulos",Applied Economics,"44 (29), 3841-3856",30,2012,9013857650734100059,_kc_bZDykSQC
XOnCgewAAAAJ,Forecasting: Principles and Practice. OTexts; 2014,"RJ Hyndman, G Athanasopoulos",The book is freely available as an online book at www. otexts. org/fpp …,,29,2017,10071339737942933740,Wp0gIr-vW9MC
XOnCgewAAAAJ,Beyond point forecasting: evaluation of alternative prediction intervals for tourist arrivals,"JH Kim, K Wong, G Athanasopoulos, S Liu",International Journal of Forecasting,"27 (3), 887-901",29,2011,16357507532147455046,TQgYirikUcIC
XOnCgewAAAAJ,"Model selection, estimation and forecasting in VAR models with short-run and long-run restrictions","G Athanasopoulos, OT de Carvalho Guillén, JV Issler, F Vahid",Journal of Econometrics,"164 (1), 116-129",25,2011,17914369451155307582,k_IJM867U9cC
XOnCgewAAAAJ,"Forecasting: principles and practice. otexts: Melbourne, australia","RJ Hyndman, G Athanasopoulos",,,24,2013,12494545358512521737,GnPB-g6toBAC
XOnCgewAAAAJ,Package ‘forecast’,"RJ Hyndman, G Athanasopoulos, C Bergmeir, G Caceres, L Chhay, ...",Online] https://cran. r-project. org/web/packages/forecast/forecast. pdf,,22,2018,5762948806696356902,JV2RwH3_ST0C
XOnCgewAAAAJ,Nonlinear autoregressive leading indicator models of output in G‐7 countries,"HM Anderson, G Athanasopoulos, F Vahid",Journal of Applied Econometrics,"22 (1), 63-87",22,2007,1558094265001174891,9yKSN-GCB0IC
XOnCgewAAAAJ,The value of feedback in forecasting competitions,"G Athanasopoulos, RJ Hyndman",International Journal of Forecasting,"27 (3), 845-849",20,2011,8674710296993847761,KlAtU1dfN6UC
XOnCgewAAAAJ,Modelling substitution between domestic and outbound tourism in Australia: A system-of-equations approach,"G Athanasopoulos, M Deng, G Li, H Song",Tourism Management,"45, 159-170",18,2014,1838288618815120627,2osOgNQ5qMEC
XOnCgewAAAAJ,Forecasting hierarchical and grouped time series through trace minimization,"SL Wickramasuriya, G Athanasopoulos, RJ Hyndman",working paper,"15/15, Department of Econometrics & Business Statistics …",16,2015,13110060053446104204,ZeXyd9-uunAC
XOnCgewAAAAJ,Two canonical VARMA forms: Scalar component models vis-à-vis the Echelon form,"G Athanasopoulos, DS Poskitt, F Vahid",Econometric Reviews,"31 (1), 60-83",16,2012,13081382062168434180,L8Ckcad2t8MC
XOnCgewAAAAJ,Economic inequality in Australia between 1983 and 2010: a stochastic dominance analysis,"MR Valenzuela, HH Lean, G Athanasopoulos",Economic Record,"90 (288), 49-62",9,2014,8787649944719604683,ULOm3_A8WrAC
XOnCgewAAAAJ,Optimally reconciling forecasts in a hierarchy,"RJ Hyndman, G Athanasopoulos",Foresight: The International Journal of Applied Forecasting,42-48,9,2014,5045235026420592139,WF5omc3nYNoC
XOnCgewAAAAJ,Essays on alternative methods of identification and estimation of vector autoregressive moving average models,"G Athanasopoulos, F Vahid",Monash University,,8,2005,16425341945483382908,e5wmG9Sq2KIC
XOnCgewAAAAJ,Canadian monetary policy analysis using a structural VARMA model,"M Raghavan, G Athanasopoulos, P Silvapulle",Canadian Journal of Economics/Revue canadienne d'économique,"49 (1), 347-373",6,2016,4365867178517945458,YsMSGLbcyi4C
XOnCgewAAAAJ,VARMA models for Malaysian monetary policy analysis,"M Raghavan, G Athanasopoulos, P Silvapulle","Department of Econometrics and Business Statistics, Monash University …",,6,2009,15975165376905612319,mB3voiENLucC
XOnCgewAAAAJ,Optimal forecast reconciliation for hierarchical and grouped time series through trace minimization,"SL Wickramasuriya, G Athanasopoulos, RJ Hyndman",Journal of the American Statistical Association,1-45,5,2018,12641836414049534445,ufrVoPGSRksC
XOnCgewAAAAJ,Multivariate exponential smoothing for forecasting tourist arrivals to Australia and New Zealand,"G Athanasopoulos, A de Silva",Monash Econ Bus Stat Work Papers,1737-39,5,2010,6188312197108001654,UebtZRa9Y70C
XOnCgewAAAAJ,Bagging in Tourism Demand Modeling and Forecasting,"G Athanasopoulos, H Song, JA Sun",Journal of Travel Research,"57 (1), 52-68",4,2018,9125911310309714448,4TOpqqG69KYC
XOnCgewAAAAJ,Macroeconomic forecasting for Australia using a large number of predictors,"B Jiang, G Athanasopoulos, RJ Hyndman, A Panagiotelis, F Vahid",Monash Econometrics and Business Statistics Working Papers,"2, 17",4,2017,9777037379427521845,aqlVkmm33-oC
XOnCgewAAAAJ,Malaysian monetary transmission mechanism: Evidence from the pre-and post-Asian financial crisis periods,"M Raghavan, P Silvapulle, G Athanasopoulos",Management Science and Engineering (ICMSE),2010 International Conference on …,4,2010,7116907401275110483,0EnyYjriUFMC
XOnCgewAAAAJ,Forecasting accuracy and estimation uncertainty using VAR models with short-and long-term economic restrictions: A Monte-Carlo study,"OT de Carvalho Guillén, JV Issler, G Athanasopoulos","Monash University, Department of Econometrics and Business Statistics",,4,2005,12945854327862582405,LkGwnXOMwfcC
XOnCgewAAAAJ,Capturing the shape of business cycles with nonlinear autoregressive leading indicator models,"G Athanasopoulos, HM Anderson, F Vahid",WORKING PAPER-MONASH UNIVERSITY DEPARTMENT OF ECONOMETRICS AND BUSINESS …,,4,2001,10644964266108156607,mVmsd5A6BfQC
XOnCgewAAAAJ,Determination of Long‐run and Short‐run Dynamics in EC‐VARMA Models via Canonical Correlations,"G Athanasopoulos, DS Poskitt, F Vahid, W Yao",Journal of Applied Econometrics,"31 (6), 1100-1119",3,2016,16614899385588353126,RHpTSmoSYBkC
XOnCgewAAAAJ,Crude oil price forecasting based on internet concern using an extreme learning machine,"J Wang, G Athanasopoulos, RJ Hyndman, S Wang",International Journal of Forecasting,"34 (4), 665-677",2,2018,1802964063909940350,BqipwSGYUEgC
XOnCgewAAAAJ,Bayesian Inference for the One-Factor Copula Model,"BK Tan, A Panagiotelis, G Athanasopoulos",Journal of Computational and Graphical Statistics,,2,2018,17495207135432538853,hMod-77fHWUC
XOnCgewAAAAJ,Meta-learning how to forecast time series,"P Talagala, R Hyndman, G Athanasopoulos",Monash Econometrics and Business Statistics Working Papers,,2,2018,1140626826292064325,blknAaTinKkC
XOnCgewAAAAJ,Measuring the Effects of Malaysian Monetary Policy: VARMA Vs. VAR Models,"M Raghavan, G Athanasopoulos, P Silvapulle","Department of Econometrics and Business Statistics, Monash University, Australia",,2,2009,16929043000380429226,j3f4tGmQtD8C
XOnCgewAAAAJ,The Australian Macro Database: An online resource for macroeconomic research in Australia,"T Behlul, A Panagiotelis, G Athanasopoulos, RJ Hyndman, F Vahid",,,1,2017,2897079181011380778,IjCSPb-OGe4C
XOnCgewAAAAJ,hts: An R Package for Forecasting Hierarchical or Grouped Time Series,"RJ Hyndman, G Athanasopoulos, HL Shang",R Package (Available at http://cran. unej. ac. id/web/packages/hts/vignettes …,,1,2015,3579835679295924672,Y0pCki6q_DkC
XOnCgewAAAAJ,Department of Econometrics and Business Statistics,"G Athanasopoulos, F Vahid",,,1,2006,17566136853093963515,TFP_iSt0sucC
XOnCgewAAAAJ,FFORMA: Feature-based Forecast Model Averaging,"P Montero-Manso, G Athanasopoulos, RJ Hyndman, TS Talagala",,,0,2018,NA,O3NaXMp0MMsC
XOnCgewAAAAJ,Analysis of shock transmissions to a small open emerging economy using a SVARMA model,"M Raghavan, G Athanasopoulos",Economic Modelling,,0,2018,NA,YFjsv_pBGBYC
XOnCgewAAAAJ,Probabilistic Forecasts in Hierarchical Time Series,"P Gamakumara, A Panagiotelis, G Athanasopoulos, RJ Hyndman",Monash Econometrics and Business Statistics Working Papers,,0,2018,NA,8k81kl-MbHgC
XOnCgewAAAAJ,Bayesian Inference for a 1-Factor Copula Model,"BK Tan, A Panagiotelis, G Athanasopoulos",Monash Econometrics and Business Statistics Working Papers,,0,2017,NA,dhFuZR0502QC
XOnCgewAAAAJ,Bayesian Rank Selection in Multivariate Regression,"B Jiang, A Panagiotelis, G Athanasopoulos, R Hyndman, F Vahid",Monash Econometrics and Business Statistics Working Papers,,0,2016,NA,4DMP91E08xMC
XOnCgewAAAAJ,Corrigendum to:“Hierarchical forecasts for Australian domestic tourism”[International Journal of Forecasting 25 (2009) 146–166],"G Athanasopoulos, RA Ahmed, RJ Hyndman",International Journal of Forecasting,"2 (31), 585",0,2015,NA,hC7cP41nSMkC
XOnCgewAAAAJ,Forecasting multivariate time series,"G Athanasopoulos, F Vahid",International Journal of Forecasting,"3 (31), 680-681",0,2015,NA,W7OEmFMy1HYC
XOnCgewAAAAJ,Forecasting with EC-VARMA models,"G Athanasopoulos, D Poskitt, F Vahid, W Yao",University of Tasmania,,0,2014,NA,roLk4NBRz8UC
XOnCgewAAAAJ,Reconciling forecasts for hierarchical and grouped time series,"RJ Hyndman, G Athanasopoulos",,,0,2014,NA,eQOLeE2rZwMC
XOnCgewAAAAJ,Domestic and outbound tourism demand in Australia: a System-of-Equations Approach,"G Athanasopoulos, M Deng, G Li, H Song",Monash Econometrics and Business Statistics Working Papers,,0,2013,NA,d1gkVwhDpl0C
XOnCgewAAAAJ,dm. test 17,"G Athanasopoulos, R Hyndman",Package ‘forecast’,17,0,2012,NA,kNdYIx-mwKoC
XOnCgewAAAAJ,Principles of Business Forecasting by Keith Ord & Robert Fildes Forecasting: Principles and Practice,"R Hyndman, G Athanasopoulos",FORESIGHT,40,0,2012,NA,NMxIlDl6LWMC
XOnCgewAAAAJ,18 dm. test,"G Athanasopoulos, R Hyndman",Package ‘forecast’,18,0,2011,NA,_Qo2XoVZTnwC
XOnCgewAAAAJ,INTERNATIONAL PANEL OF REFEREES,"S Ackerman, M Adams, J Ahn, D Airey, N Ali, M Alpeza, M Alvarez, ...",Annals of Tourism Research,"38 (4), 1681-1691",0,2011,NA,4JMBOYKVnBMC
XOnCgewAAAAJ,Annals Issue on Forecasting,"JHE Christensen, FX Diebold, GD Rudebusch, A Carriero, R Giacomini, ...",Elsevier,,0,2011,NA,UeHWp8X0CEIC
XOnCgewAAAAJ,journal homepage: www. elsevier. com/locate/tourman,"A Abdallah, J Agrusa, EA Pérez, SA Ahmad, R Ahmad, D Airey, M Akal, ...",Tourism Management,"31, 966-974",0,2010,NA,u5HHmVD_uO8C
XOnCgewAAAAJ,journal homepage: www. elsevier. com/locate/tourman,"A Abdallah, MMB Abdullah, T Abeysinghe, S Agarwal, J Agrusa, EA Pérez, ...",Tourism Management,"30, 315-323",0,2009,NA,IWHjjKOFINEC
XOnCgewAAAAJ,"Model selection, estimation and forecasting in VAR models with short-and long-run restrictions: A Monte-Carlo study","JV Issler, O de Carvalho Guillén, G Athanasopoulos, F Vahid",XXX Meeting of the Brazilian Econometric Society,,0,2008,NA,Se3iqnhoufwC
XOnCgewAAAAJ,"Model selection, estimation and forecasting in VAR models with short-and long-run restrictions: A Monte-Carlo study","OT de Carvalho Guillén, JV Issler, G Athanasopoulos, F Vahid",,,0,2007,NA,u-x6o8ySG0sC
XOnCgewAAAAJ,All papers in this journal are peer-reviewed by highly qualified members of the tourism community. The Editors would like to express their sincerest thanks to the following …,"AM Abdallah, J Agrusa, EA Perez, JA Aguirre, TL Ainscough, D Airey, ...",Tourism Management,"28, 1585-1591",0,2007,NA,MXK_kJrjxJIC
